"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Day"	"Initial Wave Arrival Hour"	"Initial Wave Arrival Minute"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hour"	"Max Wave Arrival Minute"	"Maximum Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WANI PORT (D12)"	-0.694582	119.840038	57.121									3.97		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LABUAN (07.01)"	-0.68803	119.82413	56.424									1.5		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NORTH NGAPA (08.02)"	-0.69341	119.83815	56.991									1.9		5										1				
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONGEE (10.3)"	-0.70137	119.84438	57.873									3.9		5				3										
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTOLOAN (12.04)"	-0.71101	119.85819	58.972									2.4		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTOLOAN (SOUTH) (13.02)"	-0.73141	119.85616	61.219									4.2		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI-PESUA (06.03)"	-0.75837	119.78547	64.46									4.7		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAMUNGGU (08.07)"	-0.81558	119.81068	70.576									3.9		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WATUSAMPU (09.01)"	-0.8216	119.8099	71.244									6.3		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NORTH BETENG (10.03)"	-0.83772	119.81371	73.007									7.9		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NORTH BETENG (10.07)"	-0.83997	119.81594	73.246									1.8		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"RUKO"	-0.881112	119.840053	77.746									5.57	320	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"GRANDMALL"	-0.88223	119.842891	77.87									6.08	320	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TPI LERO"	-0.62912	119.81152	49.983									5.15	132.7	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PASIR MARANA"	-0.59529	119.78934	46.485									2.95	41.2	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULU SIGALARI"	-0.54152	119.77979	40.751									0.9		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TALISE (9.2)"	-0.873833	119.874616	77.038									2.94		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TALISE (9.6)"	-0.874472	119.872371	77.096									2.68		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WANI (15.2)"	-0.694111	119.84115	57.069									5.14		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTAI TALISE, EAST PALU  (14)"	-0.8773	119.87201	77.407									2.38		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"IAIN, LERE, WEST PALU"	-0.88419	119.84399	78.088									1.67		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULURI, ULUJADI, PALU (28)"	-0.83548	119.81316	72.762									2.83		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MARINE C. BASE, WATUSAMPU"	-0.82154	119.81066	71.234									4.8		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WATUSAMPU"	-0.80722	119.80989	69.656									4.9		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLIOGE, WATUSAMPU"	-0.7972	119.80365	68.587									2.63		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI DONDO, WATUSAMPU"	-0.72028	119.77522	60.394									1.27		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TIPO"	-0.864574	119.829355	75.927									7.76	91.01	5										1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WANI (15.1)"	-0.693099	119.841543	56.957									3.55	185.03	5										2				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. DIPONEGORO (B14)"	-0.88565	119.84493	78.25									0.79		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (B19)"	-0.884745	119.855407	78.167									4.18		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (B20)"	-0.885091	119.855334	78.205									4.12		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. DIPONEGORO (C4)"	-0.882202	119.839242	77.867									3.82		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (D1)"	-0.844971	119.879588	73.881									7.2		10										1	1	1		1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LERO TATARI (E5)"	-0.631629	119.812083	50.256									0.46		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULURI, PALU"	-0.843778	119.817861	73.659									6.02		5										1		1		
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"OMBO (PU-02)"	-0.26218	119.7864	11.056									2.97		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"DONGGALA (PU-04)"	-0.71578	119.7713	59.954									1.85		4										1		1		1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LABUAN (07.02)"	-0.68846	119.82472	56.469									2.4		5		"F"												
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NGAPA (WANI) (09.02)"	-0.69345	119.84258	56.996									4.8		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI SALURAN"	-0.783867	119.794095	67.188									2.14	116.99	5										1		1		1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"SILAE"	-0.874983	119.834851	77.071									3.39	101.8	10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A9)"	-0.8859	119.862764	78.317									4.8		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A16)"	-0.88596	119.865192	78.332									3.33		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO LENDI"	-0.249244	119.796204	9.264									1.9	133.8	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"DONGGALA (C21)"	-0.665895	119.741664	55.048									2.45		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONGEE (10.1)"	-0.70052	119.84512	57.78									3.6		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"DONGGALA (02.01)"	-0.66646	119.74395	55.059									1.6		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PARIGGA (05.02)"	-0.72029	119.77517	60.396									2.1		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI-PESUA (06.04)"	-0.75883	119.78643	64.501									3.9		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAMUNGGU (08.01)"	-0.80727	119.80934	69.665									6.2		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAMUNGGU (08.03)"	-0.809486	119.80981	69.907									5.9	75	5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAMUNGGU (08.05)"	-0.8133	119.81055	70.324									5.4		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLILONDO"	-0.747154	119.780534	63.281									3.15	97.7	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LABUAN"	-0.66251	119.8166	53.638									3.88	29.3	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI DONDO (2.2)"	-0.731339	119.776664	61.59									2.1		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TALISE (9.3)"	-0.87444	119.874389	77.104									3.02		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LAYANA (11.3)"	-0.82384	119.883352	71.576									4.44		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. CUMI-CUMI, WEST PALU (17)"	-0.88096	119.83862	77.73									4.25		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PUENJULA, PALU"	-0.86488	119.83066	75.958									3.44		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LAYANA (11.1)"	-0.822159	119.887135	71.42									6.55	487.94	5										1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A8)"	-0.886287	119.86188	78.356									5.2		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. DIPONEGORO (C5)"	-0.881923	119.838692	77.836									1.4		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. SAMUDRA (C10)"	-0.881502	119.83703	77.79									1.15		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. MALONDA (C12)"	-0.87522	119.834979	77.097									1.9		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (D2)"	-0.84418	119.879356	73.793									5.5		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LAYANA (D5)"	-0.821907	119.884517	71.372									2.7		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LABUAN BAJO, DONGGALA"	-0.665583	119.741472	55.018									1.59		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MAMBORO, PALU"	-0.816889	119.880028	70.785									5.07		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MAMBORO, PALU"	-0.800194	119.876167	68.916									4.7		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANDA (11.01)"	-0.70707	119.85292	58.519									3.9		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANDA (11.02)"	-0.7072	119.85204	58.531									4.3		5			101	3						2		1		1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NGAPA (WANI) (09.03)"	-0.69396	119.84213	57.052									4		10										1		1		
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NGAPA (WANI) (09.05)"	-0.694	119.84205	57.057									4.8		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LENDE"	-0.185461	119.817232	2.665									1.14	33.51	5										1		1		
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLIPESUA"	-0.769695	119.788484	65.677									6.76	75.6	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LAYANA (D4)"	-0.822077	119.884276	71.389									2.85		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WANI PORT (D8)"	-0.694611	119.840734	57.124									1.08		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTOLOAN (12.02)"	-0.71069	119.85892	58.939									4		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BAMBA (14.01)"	-0.7406	119.85586	62.234									2.9		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TANJUNGKARANG (01.02)"	-0.64576	119.73892	52.932									0.2	49	5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BETENG (11.04)"	-0.84591	119.82061	73.885									3.8		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MERCURE"	-0.88361	119.8495	78.03									10.03	468.8	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PERGUDANGAN"	-0.82354	119.88235	71.536									9.17	378.9	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULU SALUGOO"	-0.41283	119.76123	27.407									0.5		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LERE (7.2)"	-0.883389	119.843921	77.999									3.71		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BESUSU BARAT (8.3)"	-0.885652	119.860762	78.282									2.22		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (10.2)"	-0.843981	119.880688	73.78									7.97		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU IV BRIDGE, PALU (2)"	-0.88578	119.86483	78.311									5.3		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MAMBORO, NORTH UTARA (6)"	-0.82478	119.88242	71.673									4.34		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"DESA LERO, DONGGALA"	-0.62891	119.81165	49.959									1.83		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"DESA TOMPE, BALAESANG"	-0.20328	119.81572	3.888									2.6		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"SILAE, ULUJADI, PALU"	-0.87511	119.83559	77.084									3.56		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TIPO, ULUJADI, PALU"	-0.85782	119.82739	75.184									3.45		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULURI, ULUJADI, PALU (24)"	-0.84982	119.82375	74.308									5.3		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MERCURE,  LERE, WEST PALU"	-0.88423	119.85024	78.099									2.4		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MA DDI (B12)"	-0.886067	119.847085	78.298									1.15		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (10.1)"	-0.844691	119.881499	73.864									10.73	270.27	5				1						1		2		
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A1)"	-0.885264	119.861496	78.242									4.13		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A2)"	-0.88518	119.86114	78.231									3.6		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A12)"	-0.886544	119.864299	78.393									1		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. CUMICUMI (B1)"	-0.884616	119.85455	78.15									3.55		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. ABD RAQIE (B10)"	-0.884604	119.847919	78.137									1.18		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. CUMICUMI (B18)"	-0.884798	119.854536	78.171									4.59		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. MALONDA (C13)"	-0.872704	119.833748	76.82									2.7		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (D3)"	-0.84494	119.881327	73.89									0.59		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTOLOAN (D6)"	-0.708914	119.853238	58.724									4.5		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"SMKN 7 (E4)"	-0.877361	119.872046	77.414									0.9		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAIPA PORT (E9)"	-0.779258	119.858865	66.517									0.85		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTOLOAN (12.01)"	-0.71065	119.85852	58.933									2.4	73	5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"DONGGALA KOTA WISATA"	-0.67972	119.75997	56.188									2		5										1				
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LABUAN BAJO, DONGGALA"	-0.665694	119.741806	55.023									1.71		4										1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LERE (7.1)"	-0.885372	119.843401	78.218									1.38	228.22	5				2						1				
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"ALL OF CENTRAL SULAWESI"												10.73		1			3879	4			4612	4	912	4	5864	4	69483	4
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANGGANG"	-0.718956	119.774556	60.258									4.18	106.7	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BETENG (11.03)"	-0.84562	119.82067	73.853									8.7		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONGEE (10.2)"	-0.70131	119.84492	57.867									3.7		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"DONGGALA (02.02)"	-0.66648	119.74395	55.061									1.7		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"KABONGA BESAR (04.01)"	-0.70263	119.76599	58.593									0.4		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLISALURAN (07.03)"	-0.78303	119.79373	67.099									3		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WATUSAMPU (09.05)"	-0.82513	119.81087	71.629									2		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BETENG (11.01)"	-0.84491	119.81947	73.779									4.2		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO"	-0.83658	119.88103	72.965									10.67	165	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"KAMPUNG"	-0.8016	119.87659	69.074									6.95	247.1	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTOLOAN"	-0.70846	119.85184	58.67									10.2	216	10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NGADA WANI"	-0.69501	119.84033	57.168									7.23	158.4	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BESUSU BARAT (8.4)"	-0.885546	119.86011	78.268									3.28		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MAMBORO (12.4)"	-0.801229	119.877164	69.037									7.79		10				1						1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MAMBORO (12.5)"	-0.800166	119.877384	68.921									2.44		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TANJUNGPADANG, BALAESANG"	-0.22927	119.80361	6.968									0.7		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. CUMI-CUMI, WEST PALU (16)"	-0.88028	119.83732	77.655									4.36		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. UNDATA (A7)"	-0.887438	119.862529	78.486									0.98		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A14)"	-0.886079	119.86533	78.346									0.74		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. CUMICUMI (B3)"	-0.884834	119.855856	78.178									4.05		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. ABD RAQIE (B11)"	-0.885681	119.84734	78.256									0.94		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MERCURE HOTEL (B21)"	-0.884421	119.851321	78.122									3.34		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. SAMUDRA (C9)"	-0.88235	119.836932	77.884									0.38		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"DONGGALA (C20)"	-0.666215	119.743205	55.049									0.39		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WANI PORT (D7)"	-0.694497	119.840583	57.111									1.32		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTOLOAN (SOUTH) (13.03)"	-0.73141	119.85616	61.219									6.7		10										1		1		1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NAMBO"	-0.69457	119.75741	57.855									1.5		5		"F"								1				
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLISALURAN (07.02)"	-0.78113	119.79318	66.894									6.4		5										1		1		1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLISALURAN (07.04)"	-0.78408	119.79532	67.201									3.5		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULU KADIA (06.02)"	-0.62206	119.80442	49.261									1.8		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOMBONGA, DONGGALA"	-0.135833	119.810083	5.73									1.51		5										1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BESUSU BARAT (8.2)"	-0.885743	119.862034	78.297									4.89		10				2						1				
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"SILAE"	-0.87458	119.834315	77.027									4.53	80.13	5										1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LERO"	-0.629011	119.812422	49.965									1.78	75.2	5										1				
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLISALURAN"	-0.843634	119.818903	73.64									9.05	101	10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU RIVER AREA (B5)"	-0.887227	119.856958	78.445									0.46		10														
